d,Delta_K,h_K,class_group,f,h,Nm_A,h_times_Nm_A,equals_f,status
114,-456,8,order 8,61,61,1,61,True,"free (no non-principal factorization, f likely inert)"
114,-456,8,order 8,79,1,79,79,True,"steinitz (Nm(A)=79, form 6)"
114,-456,8,order 8,97,97,1,97,True,"free (no non-principal factorization, f likely inert)"
114,-456,8,order 8,139,139,1,139,True,"free (f rep by principal, x=5, y=1)"
114,-456,8,order 8,163,163,1,163,True,"free (f rep by principal, x=7, y=1)"
115,-115,2,Z/2Z,7,1,7,7,True,"steinitz (Nm(A)=7, form 1)"
115,-115,2,Z/2Z,9,9,1,9,True,"free (f rep by principal, x=3, y=0)"
115,-115,2,Z/2Z,13,13,1,13,True,"free (no non-principal factorization, f likely inert)"
115,-115,2,Z/2Z,19,19,1,19,True,"free (no non-principal factorization, f likely inert)"
115,-115,2,Z/2Z,37,1,37,37,True,"steinitz (Nm(A)=37, form 1)"
115,-115,2,Z/2Z,61,61,1,61,True,"free (no non-principal factorization, f likely inert)"
115,-115,2,Z/2Z,79,79,1,79,True,"free (no non-principal factorization, f likely inert)"
115,-115,2,Z/2Z,97,1,97,97,True,"steinitz (Nm(A)=97, form 1)"
115,-115,2,Z/2Z,139,139,1,139,True,"free (f rep by principal, x=10, y=1)"
115,-115,2,Z/2Z,163,163,1,163,True,"free (no non-principal factorization, f likely inert)"
118,-472,6,order 6,7,1,7,7,True,"steinitz (Nm(A)=7, form 2)"
118,-472,6,order 6,9,9,1,9,True,"free (f rep by principal, x=3, y=0)"
118,-472,6,order 6,13,1,13,13,True,"steinitz (Nm(A)=13, form 4)"
118,-472,6,order 6,19,19,1,19,True,"free (no non-principal factorization, f likely inert)"
118,-472,6,order 6,37,1,37,37,True,"steinitz (Nm(A)=37, form 4)"
118,-472,6,order 6,61,1,61,61,True,"steinitz (Nm(A)=61, form 1)"
118,-472,6,order 6,79,1,79,79,True,"steinitz (Nm(A)=79, form 2)"
118,-472,6,order 6,97,97,1,97,True,"free (no non-principal factorization, f likely inert)"
118,-472,6,order 6,139,139,1,139,True,"free (no non-principal factorization, f likely inert)"
118,-472,6,order 6,163,163,1,163,True,"free (no non-principal factorization, f likely inert)"
119,-119,10,order 10,7,1,7,7,True,"steinitz (Nm(A)=7, form 9)"
119,-119,10,order 10,9,9,1,9,True,"free (f rep by principal, x=3, y=0)"
119,-119,10,order 10,13,13,1,13,True,"free (no non-principal factorization, f likely inert)"
119,-119,10,order 10,19,19,1,19,True,"free (no non-principal factorization, f likely inert)"
119,-119,10,order 10,37,37,1,37,True,"free (no non-principal factorization, f likely inert)"
119,-119,10,order 10,61,1,61,61,True,"steinitz (Nm(A)=61, form 3)"
119,-119,10,order 10,79,79,1,79,True,"free (no non-principal factorization, f likely inert)"
119,-119,10,order 10,97,1,97,97,True,"steinitz (Nm(A)=97, form 7)"
119,-119,10,order 10,139,1,139,139,True,"steinitz (Nm(A)=139, form 7)"
119,-119,10,order 10,163,163,1,163,True,"free (no non-principal factorization, f likely inert)"
122,-488,10,order 10,7,1,7,7,True,"steinitz (Nm(A)=7, form 6)"
122,-488,10,order 10,9,9,1,9,True,"free (f rep by principal, x=3, y=0)"
122,-488,10,order 10,13,13,1,13,True,"free (no non-principal factorization, f likely inert)"
122,-488,10,order 10,19,1,19,19,True,"steinitz (Nm(A)=19, form 8)"
122,-488,10,order 10,37,1,37,37,True,"steinitz (Nm(A)=37, form 4)"
122,-488,10,order 10,61,1,61,61,True,"steinitz (Nm(A)=61, form 1)"
122,-488,10,order 10,79,1,79,79,True,"steinitz (Nm(A)=79, form 1)"
122,-488,10,order 10,97,1,97,97,True,"steinitz (Nm(A)=97, form 2)"
122,-488,10,order 10,139,139,1,139,True,"free (no non-principal factorization, f likely inert)"
122,-488,10,order 10,163,1,163,163,True,"steinitz (Nm(A)=163, form 2)"
123,-123,2,Z/2Z,7,7,1,7,True,"free (no non-principal factorization, f likely inert)"
123,-123,2,Z/2Z,9,9,1,9,True,"free (f rep by principal, x=3, y=0)"
123,-123,2,Z/2Z,13,13,1,13,True,"free (no non-principal factorization, f likely inert)"
123,-123,2,Z/2Z,19,19,1,19,True,"free (no non-principal factorization, f likely inert)"
123,-123,2,Z/2Z,37,37,1,37,True,"free (f rep by principal, x=2, y=1)"
123,-123,2,Z/2Z,61,61,1,61,True,"free (f rep by principal, x=5, y=1)"
123,-123,2,Z/2Z,79,79,1,79,True,"free (no non-principal factorization, f likely inert)"
123,-123,2,Z/2Z,97,97,1,97,True,"free (no non-principal factorization, f likely inert)"
123,-123,2,Z/2Z,139,139,1,139,True,"free (f rep by principal, x=3, y=2)"
123,-123,2,Z/2Z,163,163,1,163,True,"free (f rep by principal, x=11, y=1)"
127,-127,5,order 5,7,7,1,7,True,"free (no non-principal factorization, f likely inert)"
127,-127,5,order 5,9,9,1,9,True,"free (f rep by principal, x=3, y=0)"
127,-127,5,order 5,13,1,13,13,True,"steinitz (Nm(A)=13, form 3)"
127,-127,5,order 5,19,1,19,19,True,"steinitz (Nm(A)=19, form 1)"
127,-127,5,order 5,37,1,37,37,True,"steinitz (Nm(A)=37, form 1)"
127,-127,5,order 5,61,1,61,61,True,"steinitz (Nm(A)=61, form 1)"
127,-127,5,order 5,79,1,79,79,True,"steinitz (Nm(A)=79, form 3)"
127,-127,5,order 5,97,97,1,97,True,"free (no non-principal factorization, f likely inert)"
127,-127,5,order 5,139,139,1,139,True,"free (no non-principal factorization, f likely inert)"
127,-127,5,order 5,163,163,1,163,True,"free (f rep by principal, x=5, y=2)"
129,-516,12,order 12,7,1,7,7,True,"steinitz (Nm(A)=7, form 6)"
129,-516,12,order 12,9,9,1,9,True,"free (f rep by principal, x=3, y=0)"
129,-516,12,order 12,13,1,13,13,True,"steinitz (Nm(A)=13, form 8)"
129,-516,12,order 12,19,1,19,19,True,"steinitz (Nm(A)=19, form 6)"
129,-516,12,order 12,37,37,1,37,True,"free (no non-principal factorization, f likely inert)"
129,-516,12,order 12,61,61,1,61,True,"free (no non-principal factorization, f likely inert)"
129,-516,12,order 12,79,79,1,79,True,"free (no non-principal factorization, f likely inert)"
129,-516,12,order 12,97,1,97,97,True,"steinitz (Nm(A)=97, form 8)"
129,-516,12,order 12,139,139,1,139,True,"free (no non-principal factorization, f likely inert)"
129,-516,12,order 12,163,1,163,163,True,"steinitz (Nm(A)=163, form 6)"
130,-520,4,Z/2Z x Z/2Z,7,7,1,7,True,"free (no non-principal factorization, f likely inert)"
130,-520,4,Z/2Z x Z/2Z,9,9,1,9,True,"free (f rep by principal, x=3, y=0)"
130,-520,4,Z/2Z x Z/2Z,13,1,13,13,True,"steinitz (Nm(A)=13, form 3)"
130,-520,4,Z/2Z x Z/2Z,19,19,1,19,True,"free (no non-principal factorization, f likely inert)"
130,-520,4,Z/2Z x Z/2Z,37,37,1,37,True,"free (no non-principal factorization, f likely inert)"
130,-520,4,Z/2Z x Z/2Z,61,61,1,61,True,"free (no non-principal factorization, f likely inert)"
130,-520,4,Z/2Z x Z/2Z,79,79,1,79,True,"free (no non-principal factorization, f likely inert)"
130,-520,4,Z/2Z x Z/2Z,97,1,97,97,True,"steinitz (Nm(A)=97, form 1)"
130,-520,4,Z/2Z x Z/2Z,139,139,1,139,True,"free (f rep by principal, x=3, y=1)"
130,-520,4,Z/2Z x Z/2Z,163,1,163,163,True,"steinitz (Nm(A)=163, form 1)"
131,-131,5,order 5,7,1,7,7,True,"steinitz (Nm(A)=7, form 3)"
131,-131,5,order 5,9,9,1,9,True,"free (f rep by principal, x=3, y=0)"
131,-131,5,order 5,13,1,13,13,True,"steinitz (Nm(A)=13, form 1)"
131,-131,5,order 5,19,19,1,19,True,"free (no non-principal factorization, f likely inert)"
131,-131,5,order 5,37,37,1,37,True,"free (no non-principal factorization, f likely inert)"
131,-131,5,order 5,61,1,61,61,True,"steinitz (Nm(A)=61, form 3)"
131,-131,5,order 5,79,79,1,79,True,"free (no non-principal factorization, f likely inert)"
131,-131,5,order 5,97,97,1,97,True,"free (no non-principal factorization, f likely inert)"
131,-131,5,order 5,139,139,1,139,True,"free (no non-principal factorization, f likely inert)"
131,-131,5,order 5,163,163,1,163,True,"free (no non-principal factorization, f likely inert)"
133,-532,4,Z/2Z x Z/2Z,7,1,7,7,True,"steinitz (Nm(A)=7, form 2)"
133,-532,4,Z/2Z x Z/2Z,9,9,1,9,True,"free (f rep by principal, x=3, y=0)"
133,-532,4,Z/2Z x Z/2Z,13,1,13,13,True,"steinitz (Nm(A)=13, form 3)"
133,-532,4,Z/2Z x Z/2Z,19,1,19,19,True,"steinitz (Nm(A)=19, form 2)"
133,-532,4,Z/2Z x Z/2Z,37,37,1,37,True,"free (no non-principal factorization, f likely inert)"
133,-532,4,Z/2Z x Z/2Z,61,61,1,61,True,"free (no non-principal factorization, f likely inert)"
133,-532,4,Z/2Z x Z/2Z,79,1,79,79,True,"steinitz (Nm(A)=79, form 1)"
133,-532,4,Z/2Z x Z/2Z,97,1,97,97,True,"steinitz (Nm(A)=97, form 3)"
133,-532,4,Z/2Z x Z/2Z,139,1,139,139,True,"steinitz (Nm(A)=139, form 2)"
133,-532,4,Z/2Z x Z/2Z,163,163,1,163,True,"free (no non-principal factorization, f likely inert)"
134,-536,14,order 14,7,7,1,7,True,"free (no non-principal factorization, f likely inert)"
134,-536,14,order 14,9,9,1,9,True,"free (f rep by principal, x=3, y=0)"
134,-536,14,order 14,13,1,13,13,True,"steinitz (Nm(A)=13, form 12)"
134,-536,14,order 14,19,19,1,19,True,"free (no non-principal factorization, f likely inert)"
134,-536,14,order 14,37,37,1,37,True,"free (no non-principal factorization, f likely inert)"
134,-536,14,order 14,61,1,61,61,True,"steinitz (Nm(A)=61, form 2)"
134,-536,14,order 14,79,79,1,79,True,"free (no non-principal factorization, f likely inert)"
134,-536,14,order 14,97,97,1,97,True,"free (no non-principal factorization, f likely inert)"
134,-536,14,order 14,139,1,139,139,True,"steinitz (Nm(A)=139, form 1)"
134,-536,14,order 14,163,163,1,163,True,"free (no non-principal factorization, f likely inert)"
137,-548,8,order 8,7,7,1,7,True,"free (no non-principal factorization, f likely inert)"
137,-548,8,order 8,9,9,1,9,True,"free (f rep by principal, x=3, y=0)"
137,-548,8,order 8,13,13,1,13,True,"free (no non-principal factorization, f likely inert)"
137,-548,8,order 8,19,19,1,19,True,"free (no non-principal factorization, f likely inert)"
137,-548,8,order 8,37,1,37,37,True,"steinitz (Nm(A)=37, form 6)"
137,-548,8,order 8,61,1,61,61,True,"steinitz (Nm(A)=61, form 6)"
137,-548,8,order 8,79,1,79,79,True,"steinitz (Nm(A)=79, form 2)"
137,-548,8,order 8,97,97,1,97,True,"free (no non-principal factorization, f likely inert)"
137,-548,8,order 8,139,139,1,139,True,"free (no non-principal factorization, f likely inert)"
137,-548,8,order 8,163,1,163,163,True,"steinitz (Nm(A)=163, form 4)"
138,-552,8,order 8,7,1,7,7,True,"steinitz (Nm(A)=7, form 4)"
138,-552,8,order 8,9,9,1,9,True,"free (f rep by principal, x=3, y=0)"
138,-552,8,order 8,13,13,1,13,True,"free (no non-principal factorization, f likely inert)"
138,-552,8,order 8,19,19,1,19,True,"free (no non-principal factorization, f likely inert)"
138,-552,8,order 8,37,1,37,37,True,"steinitz (Nm(A)=37, form 4)"
138,-552,8,order 8,61,1,61,61,True,"steinitz (Nm(A)=61, form 4)"
138,-552,8,order 8,79,1,79,79,True,"steinitz (Nm(A)=79, form 4)"
138,-552,8,order 8,97,97,1,97,True,"free (no non-principal factorization, f likely inert)"
138,-552,8,order 8,139,139,1,139,True,"free (f rep by principal, x=1, y=1)"
138,-552,8,order 8,163,163,1,163,True,"free (f rep by principal, x=5, y=1)"
139,-139,3,Z/3Z,7,1,7,7,True,"steinitz (Nm(A)=7, form 1)"
139,-139,3,Z/3Z,9,9,1,9,True,"free (f rep by principal, x=3, y=0)"
139,-139,3,Z/3Z,13,1,13,13,True,"steinitz (Nm(A)=13, form 1)"
139,-139,3,Z/3Z,19,19,1,19,True,"free (no non-principal factorization, f likely inert)"
139,-139,3,Z/3Z,37,37,1,37,True,"free (f rep by principal, x=1, y=1)"
139,-139,3,Z/3Z,61,61,1,61,True,"free (no non-principal factorization, f likely inert)"
139,-139,3,Z/3Z,79,1,79,79,True,"steinitz (Nm(A)=79, form 1)"
139,-139,3,Z/3Z,97,97,1,97,True,"free (no non-principal factorization, f likely inert)"
139,-139,3,Z/3Z,139,139,1,139,True,"free (f rep by principal, x=-1, y=2)"
139,-139,3,Z/3Z,163,1,163,163,True,"steinitz (Nm(A)=163, form 1)"
141,-564,8,order 8,7,7,1,7,True,"free (no non-principal factorization, f likely inert)"
141,-564,8,order 8,9,9,1,9,True,"free (f rep by principal, x=3, y=0)"
141,-564,8,order 8,13,13,1,13,True,"free (no non-principal factorization, f likely inert)"
141,-564,8,order 8,19,1,19,19,True,"steinitz (Nm(A)=19, form 6)"
141,-564,8,order 8,37,1,37,37,True,"steinitz (Nm(A)=37, form 5)"
141,-564,8,order 8,61,1,61,61,True,"steinitz (Nm(A)=61, form 5)"
141,-564,8,order 8,79,79,1,79,True,"free (no non-principal factorization, f likely inert)"
141,-564,8,order 8,97,1,97,97,True,"steinitz (Nm(A)=97, form 5)"
141,-564,8,order 8,139,1,139,139,True,"steinitz (Nm(A)=139, form 6)"
141,-564,8,order 8,163,1,163,163,True,"steinitz (Nm(A)=163, form 6)"
142,-568,4,Z/4Z,7,7,1,7,True,"free (no non-principal factorization, f likely inert)"
142,-568,4,Z/4Z,9,9,1,9,True,"free (f rep by principal, x=3, y=0)"
142,-568,4,Z/4Z,13,1,13,13,True,"steinitz (Nm(A)=13, form 2)"
142,-568,4,Z/4Z,19,19,1,19,True,"free (no non-principal factorization, f likely inert)"
142,-568,4,Z/4Z,37,37,1,37,True,"free (no non-principal factorization, f likely inert)"
142,-568,4,Z/4Z,61,1,61,61,True,"steinitz (Nm(A)=61, form 2)"
142,-568,4,Z/4Z,79,1,79,79,True,"steinitz (Nm(A)=79, form 1)"
142,-568,4,Z/4Z,97,97,1,97,True,"free (no non-principal factorization, f likely inert)"
142,-568,4,Z/4Z,139,1,139,139,True,"steinitz (Nm(A)=139, form 2)"
142,-568,4,Z/4Z,163,1,163,163,True,"steinitz (Nm(A)=163, form 2)"
143,-143,10,order 10,7,1,7,7,True,"steinitz (Nm(A)=7, form 7)"
143,-143,10,order 10,9,9,1,9,True,"free (f rep by principal, x=3, y=0)"
143,-143,10,order 10,13,1,13,13,True,"steinitz (Nm(A)=13, form 8)"
143,-143,10,order 10,19,1,19,19,True,"steinitz (Nm(A)=19, form 1)"
143,-143,10,order 10,37,37,1,37,True,"free (no non-principal factorization, f likely inert)"
143,-143,10,order 10,61,61,1,61,True,"free (no non-principal factorization, f likely inert)"
143,-143,10,order 10,79,79,1,79,True,"free (no non-principal factorization, f likely inert)"
143,-143,10,order 10,97,97,1,97,True,"free (no non-principal factorization, f likely inert)"
143,-143,10,order 10,139,139,1,139,True,"free (no non-principal factorization, f likely inert)"
143,-143,10,order 10,163,163,1,163,True,"free (no non-principal factorization, f likely inert)"
145,-580,8,order 8,7,1,7,7,True,"steinitz (Nm(A)=7, form 3)"
145,-580,8,order 8,9,9,1,9,True,"free (f rep by principal, x=3, y=0)"
145,-580,8,order 8,13,13,1,13,True,"free (no non-principal factorization, f likely inert)"
145,-580,8,order 8,19,1,19,19,True,"steinitz (Nm(A)=19, form 6)"
145,-580,8,order 8,37,1,37,37,True,"steinitz (Nm(A)=37, form 5)"
145,-580,8,order 8,61,61,1,61,True,"free (no non-principal factorization, f likely inert)"
145,-580,8,order 8,79,1,79,79,True,"steinitz (Nm(A)=79, form 6)"
145,-580,8,order 8,97,1,97,97,True,"steinitz (Nm(A)=97, form 1)"
145,-580,8,order 8,139,139,1,139,True,"free (no non-principal factorization, f likely inert)"
145,-580,8,order 8,163,163,1,163,True,"free (no non-principal factorization, f likely inert)"
146,-584,16,order 16,7,1,7,7,True,"steinitz (Nm(A)=7, form 8)"
146,-584,16,order 16,9,9,1,9,True,"free (f rep by principal, x=3, y=0)"
146,-584,16,order 16,13,1,13,13,True,"steinitz (Nm(A)=13, form 14)"
146,-584,16,order 16,19,1,19,19,True,"steinitz (Nm(A)=19, form 10)"
146,-584,16,order 16,37,37,1,37,True,"free (no non-principal factorization, f likely inert)"
146,-584,16,order 16,61,61,1,61,True,"free (no non-principal factorization, f likely inert)"
146,-584,16,order 16,79,79,1,79,True,"free (no non-principal factorization, f likely inert)"
146,-584,16,order 16,97,1,97,97,True,"steinitz (Nm(A)=97, form 10)"
146,-584,16,order 16,139,139,1,139,True,"free (no non-principal factorization, f likely inert)"
146,-584,16,order 16,163,163,1,163,True,"free (no non-principal factorization, f likely inert)"
149,-596,14,order 14,7,7,1,7,True,"free (no non-principal factorization, f likely inert)"
149,-596,14,order 14,9,9,1,9,True,"free (f rep by principal, x=3, y=0)"
149,-596,14,order 14,13,13,1,13,True,"free (no non-principal factorization, f likely inert)"
149,-596,14,order 14,19,19,1,19,True,"free (no non-principal factorization, f likely inert)"
149,-596,14,order 14,37,1,37,37,True,"steinitz (Nm(A)=37, form 4)"
149,-596,14,order 14,61,1,61,61,True,"steinitz (Nm(A)=61, form 8)"
149,-596,14,order 14,79,1,79,79,True,"steinitz (Nm(A)=79, form 1)"
149,-596,14,order 14,97,97,1,97,True,"free (no non-principal factorization, f likely inert)"
149,-596,14,order 14,139,1,139,139,True,"steinitz (Nm(A)=139, form 10)"
149,-596,14,order 14,163,1,163,163,True,"steinitz (Nm(A)=163, form 10)"
151,-151,7,order 7,7,7,1,7,True,"free (no non-principal factorization, f likely inert)"
151,-151,7,order 7,9,9,1,9,True,"free (f rep by principal, x=3, y=0)"
151,-151,7,order 7,13,13,1,13,True,"free (no non-principal factorization, f likely inert)"
151,-151,7,order 7,19,1,19,19,True,"steinitz (Nm(A)=19, form 1)"
151,-151,7,order 7,37,1,37,37,True,"steinitz (Nm(A)=37, form 3)"
151,-151,7,order 7,61,61,1,61,True,"free (no non-principal factorization, f likely inert)"
151,-151,7,order 7,79,79,1,79,True,"free (no non-principal factorization, f likely inert)"
151,-151,7,order 7,97,1,97,97,True,"steinitz (Nm(A)=97, form 1)"
151,-151,7,order 7,139,1,139,139,True,"steinitz (Nm(A)=139, form 1)"
151,-151,7,order 7,163,163,1,163,True,"free (no non-principal factorization, f likely inert)"
154,-616,8,order 8,7,1,7,7,True,"steinitz (Nm(A)=7, form 4)"
154,-616,8,order 8,9,9,1,9,True,"free (f rep by principal, x=3, y=0)"
154,-616,8,order 8,13,13,1,13,True,"free (no non-principal factorization, f likely inert)"
154,-616,8,order 8,19,1,19,19,True,"steinitz (Nm(A)=19, form 5)"
154,-616,8,order 8,37,37,1,37,True,"free (no non-principal factorization, f likely inert)"
154,-616,8,order 8,61,61,1,61,True,"free (no non-principal factorization, f likely inert)"
154,-616,8,order 8,79,1,79,79,True,"steinitz (Nm(A)=79, form 1)"
154,-616,8,order 8,97,97,1,97,True,"free (no non-principal factorization, f likely inert)"
154,-616,8,order 8,139,1,139,139,True,"steinitz (Nm(A)=139, form 5)"
154,-616,8,order 8,163,163,1,163,True,"free (f rep by principal, x=3, y=1)"
155,-155,4,Z/4Z,7,7,1,7,True,"free (no non-principal factorization, f likely inert)"
155,-155,4,Z/4Z,9,9,1,9,True,"free (f rep by principal, x=3, y=0)"
155,-155,4,Z/4Z,13,1,13,13,True,"steinitz (Nm(A)=13, form 1)"
155,-155,4,Z/4Z,19,1,19,19,True,"steinitz (Nm(A)=19, form 3)"
155,-155,4,Z/4Z,37,1,37,37,True,"steinitz (Nm(A)=37, form 1)"
155,-155,4,Z/4Z,61,61,1,61,True,"free (no non-principal factorization, f likely inert)"
155,-155,4,Z/4Z,79,79,1,79,True,"free (no non-principal factorization, f likely inert)"
155,-155,4,Z/4Z,97,97,1,97,True,"free (no non-principal factorization, f likely inert)"
155,-155,4,Z/4Z,139,139,1,139,True,"free (no non-principal factorization, f likely inert)"
155,-155,4,Z/4Z,163,163,1,163,True,"free (no non-principal factorization, f likely inert)"
157,-628,6,order 6,7,1,7,7,True,"steinitz (Nm(A)=7, form 2)"
157,-628,6,order 6,9,9,1,9,True,"free (f rep by principal, x=3, y=0)"
157,-628,6,order 6,13,1,13,13,True,"steinitz (Nm(A)=13, form 4)"
157,-628,6,order 6,19,19,1,19,True,"free (no non-principal factorization, f likely inert)"
157,-628,6,order 6,37,1,37,37,True,"steinitz (Nm(A)=37, form 4)"
157,-628,6,order 6,61,61,1,61,True,"free (no non-principal factorization, f likely inert)"
157,-628,6,order 6,79,1,79,79,True,"steinitz (Nm(A)=79, form 1)"
157,-628,6,order 6,97,97,1,97,True,"free (no non-principal factorization, f likely inert)"
157,-628,6,order 6,139,1,139,139,True,"steinitz (Nm(A)=139, form 1)"
157,-628,6,order 6,163,1,163,163,True,"steinitz (Nm(A)=163, form 1)"
158,-632,8,order 8,7,7,1,7,True,"free (no non-principal factorization, f likely inert)"
158,-632,8,order 8,9,9,1,9,True,"free (f rep by principal, x=3, y=0)"
158,-632,8,order 8,13,13,1,13,True,"free (no non-principal factorization, f likely inert)"
158,-632,8,order 8,19,19,1,19,True,"free (no non-principal factorization, f likely inert)"
158,-632,8,order 8,37,1,37,37,True,"steinitz (Nm(A)=37, form 4)"
158,-632,8,order 8,61,1,61,61,True,"steinitz (Nm(A)=61, form 2)"
158,-632,8,order 8,79,1,79,79,True,"steinitz (Nm(A)=79, form 1)"
158,-632,8,order 8,97,1,97,97,True,"steinitz (Nm(A)=97, form 1)"
158,-632,8,order 8,139,1,139,139,True,"steinitz (Nm(A)=139, form 4)"
158,-632,8,order 8,163,163,1,163,True,"free (no non-principal factorization, f likely inert)"
159,-159,10,order 10,7,1,7,7,True,"steinitz (Nm(A)=7, form 8)"
159,-159,10,order 10,9,9,1,9,True,"free (f rep by principal, x=3, y=0)"
159,-159,10,order 10,13,1,13,13,True,"steinitz (Nm(A)=13, form 4)"
159,-159,10,order 10,19,19,1,19,True,"free (no non-principal factorization, f likely inert)"
159,-159,10,order 10,37,1,37,37,True,"steinitz (Nm(A)=37, form 8)"
159,-159,10,order 10,61,61,1,61,True,"free (no non-principal factorization, f likely inert)"
159,-159,10,order 10,79,79,1,79,True,"free (no non-principal factorization, f likely inert)"
159,-159,10,order 10,97,1,97,97,True,"steinitz (Nm(A)=97, form 4)"
159,-159,10,order 10,139,139,1,139,True,"free (no non-principal factorization, f likely inert)"
159,-159,10,order 10,163,163,1,163,True,"free (f rep by principal, x=1, y=2)"
161,-644,16,order 16,7,1,7,7,True,"steinitz (Nm(A)=7, form 8)"
161,-644,16,order 16,9,9,1,9,True,"free (f rep by principal, x=3, y=0)"
161,-644,16,order 16,13,13,1,13,True,"free (no non-principal factorization, f likely inert)"
161,-644,16,order 16,19,19,1,19,True,"free (no non-principal factorization, f likely inert)"
161,-644,16,order 16,37,37,1,37,True,"free (no non-principal factorization, f likely inert)"
161,-644,16,order 16,61,1,61,61,True,"steinitz (Nm(A)=61, form 4)"
161,-644,16,order 16,79,1,79,79,True,"steinitz (Nm(A)=79, form 13)"
161,-644,16,order 16,97,1,97,97,True,"steinitz (Nm(A)=97, form 4)"
161,-644,16,order 16,139,1,139,139,True,"steinitz (Nm(A)=139, form 2)"
161,-644,16,order 16,163,163,1,163,True,"free (no non-principal factorization, f likely inert)"
163,-163,1,trivial,7,7,1,7,True,free (h_K=1)
163,-163,1,trivial,9,9,1,9,True,free (h_K=1)
163,-163,1,trivial,13,13,1,13,True,free (h_K=1)
163,-163,1,trivial,19,19,1,19,True,free (h_K=1)
163,-163,1,trivial,37,37,1,37,True,free (h_K=1)
163,-163,1,trivial,61,61,1,61,True,free (h_K=1)
163,-163,1,trivial,79,79,1,79,True,free (h_K=1)
163,-163,1,trivial,97,97,1,97,True,free (h_K=1)
163,-163,1,trivial,139,139,1,139,True,free (h_K=1)
163,-163,1,trivial,163,163,1,163,True,free (h_K=1)
165,-660,8,order 8,7,7,1,7,True,"free (no non-principal factorization, f likely inert)"
165,-660,8,order 8,9,9,1,9,True,"free (f rep by principal, x=3, y=0)"
165,-660,8,order 8,13,1,13,13,True,"steinitz (Nm(A)=13, form 7)"
165,-660,8,order 8,19,1,19,19,True,"steinitz (Nm(A)=19, form 5)"
165,-660,8,order 8,37,37,1,37,True,"free (no non-principal factorization, f likely inert)"
165,-660,8,order 8,61,61,1,61,True,"free (no non-principal factorization, f likely inert)"
165,-660,8,order 8,79,1,79,79,True,"steinitz (Nm(A)=79, form 5)"
165,-660,8,order 8,97,97,1,97,True,"free (no non-principal factorization, f likely inert)"
165,-660,8,order 8,139,1,139,139,True,"steinitz (Nm(A)=139, form 5)"
165,-660,8,order 8,163,1,163,163,True,"steinitz (Nm(A)=163, form 2)"
166,-664,10,order 10,7,1,7,7,True,"steinitz (Nm(A)=7, form 4)"
166,-664,10,order 10,9,9,1,9,True,"free (f rep by principal, x=3, y=0)"
166,-664,10,order 10,13,1,13,13,True,"steinitz (Nm(A)=13, form 8)"
166,-664,10,order 10,19,1,19,19,True,"steinitz (Nm(A)=19, form 8)"
166,-664,10,order 10,37,37,1,37,True,"free (no non-principal factorization, f likely inert)"
166,-664,10,order 10,61,61,1,61,True,"free (no non-principal factorization, f likely inert)"
166,-664,10,order 10,79,79,1,79,True,"free (no non-principal factorization, f likely inert)"
166,-664,10,order 10,97,97,1,97,True,"free (no non-principal factorization, f likely inert)"
166,-664,10,order 10,139,1,139,139,True,"steinitz (Nm(A)=139, form 2)"
166,-664,10,order 10,163,1,163,163,True,"steinitz (Nm(A)=163, form 8)"
167,-167,11,order 11,7,1,7,7,True,"steinitz (Nm(A)=7, form 8)"
167,-167,11,order 11,9,9,1,9,True,"free (f rep by principal, x=3, y=0)"
167,-167,11,order 11,13,13,1,13,True,"free (no non-principal factorization, f likely inert)"
167,-167,11,order 11,19,1,19,19,True,"steinitz (Nm(A)=19, form 7)"
167,-167,11,order 11,37,37,1,37,True,"free (no non-principal factorization, f likely inert)"
167,-167,11,order 11,61,1,61,61,True,"steinitz (Nm(A)=61, form 3)"
167,-167,11,order 11,79,79,1,79,True,"free (no non-principal factorization, f likely inert)"
167,-167,11,order 11,97,1,97,97,True,"steinitz (Nm(A)=97, form 5)"
167,-167,11,order 11,139,139,1,139,True,"free (no non-principal factorization, f likely inert)"
167,-167,11,order 11,163,163,1,163,True,"free (no non-principal factorization, f likely inert)"
170,-680,12,order 12,7,7,1,7,True,"free (no non-principal factorization, f likely inert)"
170,-680,12,order 12,9,9,1,9,True,"free (f rep by principal, x=3, y=0)"
170,-680,12,order 12,13,1,13,13,True,"steinitz (Nm(A)=13, form 10)"
170,-680,12,order 12,19,1,19,19,True,"steinitz (Nm(A)=19, form 7)"
170,-680,12,order 12,37,37,1,37,True,"free (no non-principal factorization, f likely inert)"
170,-680,12,order 12,61,1,61,61,True,"steinitz (Nm(A)=61, form 5)"
170,-680,12,order 12,79,1,79,79,True,"steinitz (Nm(A)=79, form 4)"
170,-680,12,order 12,97,1,97,97,True,"steinitz (Nm(A)=97, form 2)"
170,-680,12,order 12,139,139,1,139,True,"free (no non-principal factorization, f likely inert)"
170,-680,12,order 12,163,1,163,163,True,"steinitz (Nm(A)=163, form 9)"
173,-692,14,order 14,7,1,7,7,True,"steinitz (Nm(A)=7, form 6)"
173,-692,14,order 14,9,9,1,9,True,"free (f rep by principal, x=3, y=0)"
173,-692,14,order 14,13,1,13,13,True,"steinitz (Nm(A)=13, form 12)"
173,-692,14,order 14,19,1,19,19,True,"steinitz (Nm(A)=19, form 10)"
173,-692,14,order 14,37,1,37,37,True,"steinitz (Nm(A)=37, form 4)"
173,-692,14,order 14,61,61,1,61,True,"free (no non-principal factorization, f likely inert)"
