label,conductor,rank,torsion,cm,p,a_p,point_count,N_M
sw.1.-8,27712,-1,unknown,0,5,2,4,0
sw.1.-8,27712,-1,unknown,0,7,-3,11,0
sw.1.-8,27712,-1,unknown,0,11,-6,18,0
sw.1.-8,27712,-1,unknown,0,13,5,9,0
sw.1.-8,27712,-1,unknown,0,17,-7,25,0
sw.1.-8,27712,-1,unknown,0,19,4,16,0
sw.1.-8,27712,-1,unknown,0,23,4,20,0
sw.1.-8,27712,-1,unknown,0,29,6,24,0
sw.1.-8,27712,-1,unknown,0,31,3,29,0
sw.1.-8,27712,-1,unknown,0,37,3,35,0
sw.1.-8,27712,-1,unknown,0,41,-9,51,0
sw.1.-8,27712,-1,unknown,0,43,11,33,0
sw.1.-8,27712,-1,unknown,0,47,1,47,1
sw.1.-7,21232,-1,unknown,0,3,0,4,0
sw.1.-7,21232,-1,unknown,0,5,2,4,0
sw.1.-7,21232,-1,unknown,0,7,0,8,0
sw.1.-7,21232,-1,unknown,0,11,3,9,0
sw.1.-7,21232,-1,unknown,0,13,1,13,1
sw.1.-7,21232,-1,unknown,0,17,6,12,0
sw.1.-7,21232,-1,unknown,0,19,-2,22,0
sw.1.-7,21232,-1,unknown,0,23,-6,30,0
sw.1.-7,21232,-1,unknown,0,29,-5,35,0
sw.1.-7,21232,-1,unknown,0,31,4,28,0
sw.1.-7,21232,-1,unknown,0,37,-6,44,0
sw.1.-7,21232,-1,unknown,0,41,4,38,0
sw.1.-7,21232,-1,unknown,0,43,4,40,0
sw.1.-7,21232,-1,unknown,0,47,3,45,0
sw.1.-6,15616,-1,unknown,0,3,0,4,0
sw.1.-6,15616,-1,unknown,0,5,-3,9,0
sw.1.-6,15616,-1,unknown,0,7,3,5,0
sw.1.-6,15616,-1,unknown,0,11,1,11,1
sw.1.-6,15616,-1,unknown,0,13,1,13,1
sw.1.-6,15616,-1,unknown,0,17,-2,20,0
sw.1.-6,15616,-1,unknown,0,19,-2,22,0
sw.1.-6,15616,-1,unknown,0,23,-3,27,0
sw.1.-6,15616,-1,unknown,0,29,-8,38,0
sw.1.-6,15616,-1,unknown,0,31,0,32,0
sw.1.-6,15616,-1,unknown,0,37,-2,40,0
sw.1.-6,15616,-1,unknown,0,41,-3,45,0
sw.1.-6,15616,-1,unknown,0,43,-8,52,0
sw.1.-6,15616,-1,unknown,0,47,4,44,0
sw.1.-5,10864,-1,unknown,0,3,0,4,0
sw.1.-5,10864,-1,unknown,0,5,2,4,0
sw.1.-5,10864,-1,unknown,0,11,-1,13,0
sw.1.-5,10864,-1,unknown,0,13,5,9,0
sw.1.-5,10864,-1,unknown,0,17,3,15,0
sw.1.-5,10864,-1,unknown,0,19,-5,25,0
sw.1.-5,10864,-1,unknown,0,23,-2,26,0
sw.1.-5,10864,-1,unknown,0,29,0,30,0
sw.1.-5,10864,-1,unknown,0,31,-4,36,0
sw.1.-5,10864,-1,unknown,0,37,0,38,0
sw.1.-5,10864,-1,unknown,0,41,-5,47,0
sw.1.-5,10864,-1,unknown,0,43,-7,51,0
sw.1.-5,10864,-1,unknown,0,47,-6,54,0
sw.1.-4,6976,-1,unknown,0,3,0,4,0
sw.1.-4,6976,-1,unknown,0,5,-3,9,0
sw.1.-4,6976,-1,unknown,0,7,2,6,0
sw.1.-4,6976,-1,unknown,0,11,-3,15,0
sw.1.-4,6976,-1,unknown,0,13,0,14,0
sw.1.-4,6976,-1,unknown,0,17,4,14,0
sw.1.-4,6976,-1,unknown,0,19,-1,21,0
sw.1.-4,6976,-1,unknown,0,23,5,19,0
sw.1.-4,6976,-1,unknown,0,29,-3,33,0
sw.1.-4,6976,-1,unknown,0,31,-6,38,0
sw.1.-4,6976,-1,unknown,0,37,10,28,0
sw.1.-4,6976,-1,unknown,0,41,10,32,0
sw.1.-4,6976,-1,unknown,0,43,8,36,0
sw.1.-4,6976,-1,unknown,0,47,11,37,0
sw.1.-3,3952,-1,unknown,0,3,0,4,0
sw.1.-3,3952,-1,unknown,0,5,2,4,0
sw.1.-3,3952,-1,unknown,0,7,-2,10,0
sw.1.-3,3952,-1,unknown,0,11,6,6,0
sw.1.-3,3952,-1,unknown,0,17,1,17,1
sw.1.-3,3952,-1,unknown,0,23,3,21,0
sw.1.-3,3952,-1,unknown,0,29,-6,36,0
sw.1.-3,3952,-1,unknown,0,31,9,23,0
sw.1.-3,3952,-1,unknown,0,37,-1,39,0
sw.1.-3,3952,-1,unknown,0,41,3,39,0
sw.1.-3,3952,-1,unknown,0,43,3,41,0
sw.1.-3,3952,-1,unknown,0,47,6,42,0
sw.1.-2,1792,-1,unknown,0,3,0,4,0
sw.1.-2,1792,-1,unknown,0,5,2,4,0
sw.1.-2,1792,-1,unknown,0,11,4,8,0
sw.1.-2,1792,-1,unknown,0,13,2,12,0
sw.1.-2,1792,-1,unknown,0,17,-6,24,0
sw.1.-2,1792,-1,unknown,0,19,-8,28,0
sw.1.-2,1792,-1,unknown,0,23,0,24,0
sw.1.-2,1792,-1,unknown,0,29,6,24,0
sw.1.-2,1792,-1,unknown,0,31,-8,40,0
sw.1.-2,1792,-1,unknown,0,37,-2,40,0
sw.1.-2,1792,-1,unknown,0,41,2,40,0
sw.1.-2,1792,-1,unknown,0,43,4,40,0
sw.1.-2,1792,-1,unknown,0,47,8,40,0
sw.1.-1,496,-1,unknown,0,3,0,4,0
sw.1.-1,496,-1,unknown,0,5,-3,9,0
sw.1.-1,496,-1,unknown,0,7,-3,11,0
sw.1.-1,496,-1,unknown,0,11,2,10,0
sw.1.-1,496,-1,unknown,0,13,-4,18,0
sw.1.-1,496,-1,unknown,0,17,0,18,0
sw.1.-1,496,-1,unknown,0,19,1,19,1
sw.1.-1,496,-1,unknown,0,23,4,20,0
sw.1.-1,496,-1,unknown,0,29,-6,36,0
sw.1.-1,496,-1,unknown,0,37,-10,48,0
sw.1.-1,496,-1,unknown,0,41,7,35,0
sw.1.-1,496,-1,unknown,0,43,-10,54,0
sw.1.-1,496,-1,unknown,0,47,12,36,0
sw.1.0,64,-1,unknown,0,3,0,4,0
sw.1.0,64,-1,unknown,0,5,2,4,0
sw.1.0,64,-1,unknown,0,7,0,8,0
sw.1.0,64,-1,unknown,0,11,0,12,0
sw.1.0,64,-1,unknown,0,13,-6,20,0
sw.1.0,64,-1,unknown,0,17,2,16,0
sw.1.0,64,-1,unknown,0,19,0,20,0
sw.1.0,64,-1,unknown,0,23,0,24,0
sw.1.0,64,-1,unknown,0,29,10,20,0
sw.1.0,64,-1,unknown,0,31,0,32,0
sw.1.0,64,-1,unknown,0,37,2,36,0
sw.1.0,64,-1,unknown,0,41,10,32,0
sw.1.0,64,-1,unknown,0,43,0,44,0
sw.1.0,64,-1,unknown,0,47,0,48,0
sw.1.1,496,-1,unknown,0,3,0,4,0
sw.1.1,496,-1,unknown,0,5,-3,9,0
sw.1.1,496,-1,unknown,0,7,3,5,0
sw.1.1,496,-1,unknown,0,11,-2,14,0
sw.1.1,496,-1,unknown,0,13,-4,18,0
sw.1.1,496,-1,unknown,0,17,0,18,0
sw.1.1,496,-1,unknown,0,19,-1,21,0
sw.1.1,496,-1,unknown,0,23,-4,28,0
sw.1.1,496,-1,unknown,0,29,-6,36,0
sw.1.1,496,-1,unknown,0,37,-10,48,0
sw.1.1,496,-1,unknown,0,41,7,35,0
sw.1.1,496,-1,unknown,0,43,10,34,0
sw.1.1,496,-1,unknown,0,47,-12,60,0
sw.1.2,1792,-1,unknown,0,3,0,4,0
sw.1.2,1792,-1,unknown,0,5,2,4,0
sw.1.2,1792,-1,unknown,0,11,-4,16,0
sw.1.2,1792,-1,unknown,0,13,2,12,0
sw.1.2,1792,-1,unknown,0,17,-6,24,0
sw.1.2,1792,-1,unknown,0,19,8,12,0
sw.1.2,1792,-1,unknown,0,23,0,24,0
sw.1.2,1792,-1,unknown,0,29,6,24,0
sw.1.2,1792,-1,unknown,0,31,8,24,0
sw.1.2,1792,-1,unknown,0,37,-2,40,0
sw.1.2,1792,-1,unknown,0,41,2,40,0
sw.1.2,1792,-1,unknown,0,43,-4,48,0
sw.1.2,1792,-1,unknown,0,47,-8,56,0
sw.1.3,3952,-1,unknown,0,3,0,4,0
sw.1.3,3952,-1,unknown,0,5,2,4,0
sw.1.3,3952,-1,unknown,0,7,2,6,0
sw.1.3,3952,-1,unknown,0,11,-6,18,0
sw.1.3,3952,-1,unknown,0,17,1,17,1
sw.1.3,3952,-1,unknown,0,23,-3,27,0
sw.1.3,3952,-1,unknown,0,29,-6,36,0
sw.1.3,3952,-1,unknown,0,31,-9,41,0
sw.1.3,3952,-1,unknown,0,37,-1,39,0
sw.1.3,3952,-1,unknown,0,41,3,39,0
sw.1.3,3952,-1,unknown,0,43,-3,47,0
sw.1.3,3952,-1,unknown,0,47,-6,54,0
sw.1.4,6976,-1,unknown,0,3,0,4,0
sw.1.4,6976,-1,unknown,0,5,-3,9,0
sw.1.4,6976,-1,unknown,0,7,-2,10,0
sw.1.4,6976,-1,unknown,0,11,3,9,0
sw.1.4,6976,-1,unknown,0,13,0,14,0
sw.1.4,6976,-1,unknown,0,17,4,14,0
sw.1.4,6976,-1,unknown,0,19,1,19,1
sw.1.4,6976,-1,unknown,0,23,-5,29,0
sw.1.4,6976,-1,unknown,0,29,-3,33,0
sw.1.4,6976,-1,unknown,0,31,6,26,0
sw.1.4,6976,-1,unknown,0,37,10,28,0
sw.1.4,6976,-1,unknown,0,41,10,32,0
sw.1.4,6976,-1,unknown,0,43,-8,52,0
sw.1.4,6976,-1,unknown,0,47,-11,59,0
sw.1.5,10864,-1,unknown,0,3,0,4,0
sw.1.5,10864,-1,unknown,0,5,2,4,0
sw.1.5,10864,-1,unknown,0,11,1,11,1
sw.1.5,10864,-1,unknown,0,13,5,9,0
sw.1.5,10864,-1,unknown,0,17,3,15,0
sw.1.5,10864,-1,unknown,0,19,5,15,0
sw.1.5,10864,-1,unknown,0,23,2,22,0
sw.1.5,10864,-1,unknown,0,29,0,30,0
sw.1.5,10864,-1,unknown,0,31,4,28,0
sw.1.5,10864,-1,unknown,0,37,0,38,0
sw.1.5,10864,-1,unknown,0,41,-5,47,0
sw.1.5,10864,-1,unknown,0,43,7,37,0
sw.1.5,10864,-1,unknown,0,47,6,42,0
sw.1.6,15616,-1,unknown,0,3,0,4,0
sw.1.6,15616,-1,unknown,0,5,-3,9,0
sw.1.6,15616,-1,unknown,0,7,-3,11,0
sw.1.6,15616,-1,unknown,0,11,-1,13,0
sw.1.6,15616,-1,unknown,0,13,1,13,1
sw.1.6,15616,-1,unknown,0,17,-2,20,0
sw.1.6,15616,-1,unknown,0,19,2,18,0
sw.1.6,15616,-1,unknown,0,23,3,21,0
sw.1.6,15616,-1,unknown,0,29,-8,38,0
sw.1.6,15616,-1,unknown,0,31,0,32,0
sw.1.6,15616,-1,unknown,0,37,-2,40,0
sw.1.6,15616,-1,unknown,0,41,-3,45,0
sw.1.6,15616,-1,unknown,0,43,8,36,0
sw.1.6,15616,-1,unknown,0,47,-4,52,0
sw.1.7,21232,-1,unknown,0,3,0,4,0
sw.1.7,21232,-1,unknown,0,5,2,4,0
sw.1.7,21232,-1,unknown,0,7,0,8,0
sw.1.7,21232,-1,unknown,0,11,-3,15,0
sw.1.7,21232,-1,unknown,0,13,1,13,1
sw.1.7,21232,-1,unknown,0,17,6,12,0
sw.1.7,21232,-1,unknown,0,19,2,18,0
sw.1.7,21232,-1,unknown,0,23,6,18,0
sw.1.7,21232,-1,unknown,0,29,-5,35,0
sw.1.7,21232,-1,unknown,0,31,-4,36,0
sw.1.7,21232,-1,unknown,0,37,-6,44,0
sw.1.7,21232,-1,unknown,0,41,4,38,0
sw.1.7,21232,-1,unknown,0,43,-4,48,0
sw.1.7,21232,-1,unknown,0,47,-3,51,0
sw.1.8,27712,-1,unknown,0,3,0,4,0
sw.1.8,27712,-1,unknown,0,5,2,4,0
sw.1.8,27712,-1,unknown,0,7,3,5,0
sw.1.8,27712,-1,unknown,0,11,6,6,0
sw.1.8,27712,-1,unknown,0,13,5,9,0
sw.1.8,27712,-1,unknown,0,17,-7,25,0
sw.1.8,27712,-1,unknown,0,19,-4,24,0
sw.1.8,27712,-1,unknown,0,23,-4,28,0
sw.1.8,27712,-1,unknown,0,29,6,24,0
sw.1.8,27712,-1,unknown,0,31,-3,35,0
sw.1.8,27712,-1,unknown,0,37,3,35,0
sw.1.8,27712,-1,unknown,0,41,-9,51,0
sw.1.8,27712,-1,unknown,0,43,-11,55,0
sw.1.8,27712,-1,unknown,0,47,-1,49,0
sw.1.9,35056,-1,unknown,0,3,0,4,0
sw.1.9,35056,-1,unknown,0,5,-3,9,0
sw.1.9,35056,-1,unknown,0,11,4,8,0
sw.1.9,35056,-1,unknown,0,13,0,14,0
sw.1.9,35056,-1,unknown,0,17,-7,25,0
sw.1.9,35056,-1,unknown,0,19,-6,26,0
sw.1.9,35056,-1,unknown,0,23,4,20,0
sw.1.9,35056,-1,unknown,0,29,-3,33,0
sw.1.9,35056,-1,unknown,0,31,-4,36,0
sw.1.9,35056,-1,unknown,0,37,-4,42,0
sw.1.9,35056,-1,unknown,0,41,-9,51,0
sw.1.9,35056,-1,unknown,0,43,6,38,0
sw.1.9,35056,-1,unknown,0,47,13,35,0
sw.1.10,43264,-1,unknown,0,3,0,4,0
sw.1.10,43264,-1,unknown,0,5,2,4,0
sw.1.10,43264,-1,unknown,0,7,2,6,0
sw.1.10,43264,-1,unknown,0,11,2,10,0
sw.1.10,43264,-1,unknown,0,17,6,12,0
sw.1.10,43264,-1,unknown,0,19,6,14,0
sw.1.10,43264,-1,unknown,0,23,-8,32,0
sw.1.10,43264,-1,unknown,0,29,2,28,0
sw.1.10,43264,-1,unknown,0,31,-10,42,0
sw.1.10,43264,-1,unknown,0,37,-6,44,0
sw.1.10,43264,-1,unknown,0,41,-6,48,0
sw.1.10,43264,-1,unknown,0,43,-4,48,0
sw.1.10,43264,-1,unknown,0,47,2,46,0
sw.1.11,52336,-1,unknown,0,3,0,4,0
sw.1.11,52336,-1,unknown,0,5,-3,9,0
sw.1.11,52336,-1,unknown,0,7,-2,10,0
sw.1.11,52336,-1,unknown,0,11,0,12,0
sw.1.11,52336,-1,unknown,0,13,2,12,0
sw.1.11,52336,-1,unknown,0,17,-2,20,0
sw.1.11,52336,-1,unknown,0,19,4,16,0
sw.1.11,52336,-1,unknown,0,23,-9,33,0
sw.1.11,52336,-1,unknown,0,29,1,29,1
sw.1.11,52336,-1,unknown,0,31,-4,36,0
sw.1.11,52336,-1,unknown,0,37,-8,46,0
sw.1.11,52336,-1,unknown,0,41,2,40,0
sw.1.11,52336,-1,unknown,0,43,-1,45,0
sw.1.11,52336,-1,unknown,0,47,-10,58,0
sw.1.12,62272,-1,unknown,0,3,0,4,0
sw.1.12,62272,-1,unknown,0,5,2,4,0
sw.1.12,62272,-1,unknown,0,11,-2,14,0
sw.1.12,62272,-1,unknown,0,13,-4,18,0
sw.1.12,62272,-1,unknown,0,17,3,15,0
sw.1.12,62272,-1,unknown,0,19,-2,22,0
sw.1.12,62272,-1,unknown,0,23,9,15,0
sw.1.12,62272,-1,unknown,0,29,7,23,0
sw.1.12,62272,-1,unknown,0,31,5,27,0
sw.1.12,62272,-1,unknown,0,37,9,29,0
sw.1.12,62272,-1,unknown,0,41,-6,48,0
sw.1.12,62272,-1,unknown,0,43,9,35,0
sw.1.12,62272,-1,unknown,0,47,7,41,0
sw.1.13,73072,-1,unknown,0,3,0,4,0
sw.1.13,73072,-1,unknown,0,5,2,4,0
sw.1.13,73072,-1,unknown,0,7,-3,11,0
sw.1.13,73072,-1,unknown,0,11,-4,16,0
sw.1.13,73072,-1,unknown,0,13,-6,20,0
sw.1.13,73072,-1,unknown,0,17,4,14,0
sw.1.13,73072,-1,unknown,0,19,-2,22,0
sw.1.13,73072,-1,unknown,0,23,8,16,0
sw.1.13,73072,-1,unknown,0,29,8,22,0
sw.1.13,73072,-1,unknown,0,31,-2,34,0
sw.1.13,73072,-1,unknown,0,37,5,33,0
sw.1.13,73072,-1,unknown,0,41,6,36,0
sw.1.13,73072,-1,unknown,0,43,-2,46,0
sw.1.13,73072,-1,unknown,0,47,-2,50,0
sw.1.14,84736,-1,unknown,0,3,0,4,0
sw.1.14,84736,-1,unknown,0,5,-3,9,0
sw.1.14,84736,-1,unknown,0,7,0,8,0
sw.1.14,84736,-1,unknown,0,11,-6,18,0
sw.1.14,84736,-1,unknown,0,13,-4,18,0
sw.1.14,84736,-1,unknown,0,17,1,17,1
sw.1.14,84736,-1,unknown,0,19,-5,25,0
sw.1.14,84736,-1,unknown,0,23,-4,28,0
sw.1.14,84736,-1,unknown,0,29,-4,34,0
sw.1.14,84736,-1,unknown,0,31,-7,39,0
sw.1.14,84736,-1,unknown,0,37,-2,40,0
sw.1.14,84736,-1,unknown,0,41,-2,44,0
sw.1.14,84736,-1,unknown,0,43,1,43,1
sw.1.14,84736,-1,unknown,0,47,12,36,0
sw.1.15,97264,-1,unknown,0,3,0,4,0
sw.1.15,97264,-1,unknown,0,5,2,4,0
sw.1.15,97264,-1,unknown,0,7,3,5,0
sw.1.15,97264,-1,unknown,0,11,3,9,0
sw.1.15,97264,-1,unknown,0,13,2,12,0
sw.1.15,97264,-1,unknown,0,17,-6,24,0
sw.1.15,97264,-1,unknown,0,19,-1,21,0
sw.1.15,97264,-1,unknown,0,23,4,20,0
sw.1.15,97264,-1,unknown,0,29,-4,34,0
sw.1.15,97264,-1,unknown,0,31,-1,33,0
sw.1.15,97264,-1,unknown,0,37,11,27,0
sw.1.15,97264,-1,unknown,0,41,0,42,0
sw.1.15,97264,-1,unknown,0,43,-10,54,0
sw.1.15,97264,-1,unknown,0,47,0,48,0
sw.1.16,110656,-1,unknown,0,3,0,4,0
sw.1.16,110656,-1,unknown,0,5,-3,9,0
sw.1.16,110656,-1,unknown,0,11,1,11,1
sw.1.16,110656,-1,unknown,0,17,0,18,0
sw.1.16,110656,-1,unknown,0,23,-6,30,0
sw.1.16,110656,-1,unknown,0,29,8,22,0
sw.1.16,110656,-1,unknown,0,31,1,31,1
sw.1.16,110656,-1,unknown,0,37,-3,41,0
sw.1.16,110656,-1,unknown,0,41,4,38,0
sw.1.16,110656,-1,unknown,0,43,-4,48,0
sw.1.16,110656,-1,unknown,0,47,8,40,0
sw.1.17,124912,-1,unknown,0,3,0,4,0
sw.1.17,124912,-1,unknown,0,5,2,4,0
sw.1.17,124912,-1,unknown,0,7,2,6,0
sw.1.17,124912,-1,unknown,0,11,-1,13,0
sw.1.17,124912,-1,unknown,0,13,0,14,0
sw.1.17,124912,-1,unknown,0,17,2,16,0
sw.1.17,124912,-1,unknown,0,19,-8,28,0
sw.1.17,124912,-1,unknown,0,23,-3,27,0
sw.1.17,124912,-1,unknown,0,29,7,23,0
sw.1.17,124912,-1,unknown,0,31,7,25,0
sw.1.17,124912,-1,unknown,0,41,12,30,0
sw.1.17,124912,-1,unknown,0,43,-8,52,0
sw.1.17,124912,-1,unknown,0,47,0,48,0
sw.1.18,140032,-1,unknown,0,3,0,4,0
sw.1.18,140032,-1,unknown,0,5,2,4,0
sw.1.18,140032,-1,unknown,0,7,-2,10,0
sw.1.18,140032,-1,unknown,0,11,-3,15,0
sw.1.18,140032,-1,unknown,0,13,5,9,0
sw.1.18,140032,-1,unknown,0,17,0,18,0
sw.1.18,140032,-1,unknown,0,19,1,19,1
sw.1.18,140032,-1,unknown,0,23,-2,26,0
sw.1.18,140032,-1,unknown,0,29,1,29,1
sw.1.18,140032,-1,unknown,0,31,2,30,0
sw.1.18,140032,-1,unknown,0,37,4,34,0
sw.1.18,140032,-1,unknown,0,41,-6,48,0
sw.1.18,140032,-1,unknown,0,43,-4,48,0
sw.1.18,140032,-1,unknown,0,47,3,45,0
sw.1.19,156016,-1,unknown,0,3,0,4,0
sw.1.19,156016,-1,unknown,0,5,-3,9,0
sw.1.19,156016,-1,unknown,0,11,6,6,0
sw.1.19,156016,-1,unknown,0,13,1,13,1
sw.1.19,156016,-1,unknown,0,17,-6,24,0
sw.1.19,156016,-1,unknown,0,19,0,20,0
sw.1.19,156016,-1,unknown,0,23,5,19,0
sw.1.19,156016,-1,unknown,0,29,2,28,0
sw.1.19,156016,-1,unknown,0,31,-5,37,0
sw.1.19,156016,-1,unknown,0,37,4,34,0
sw.1.19,156016,-1,unknown,0,41,2,40,0
sw.1.19,156016,-1,unknown,0,43,-7,51,0
sw.1.19,156016,-1,unknown,0,47,-3,51,0
sw.1.20,172864,-1,unknown,0,3,0,4,0
sw.1.20,172864,-1,unknown,0,5,2,4,0
sw.1.20,172864,-1,unknown,0,7,-3,11,0
sw.1.20,172864,-1,unknown,0,11,4,8,0
sw.1.20,172864,-1,unknown,0,13,1,13,1
sw.1.20,172864,-1,unknown,0,17,1,17,1
sw.1.20,172864,-1,unknown,0,19,-1,21,0
sw.1.20,172864,-1,unknown,0,23,3,21,0
sw.1.20,172864,-1,unknown,0,29,-3,33,0
sw.1.20,172864,-1,unknown,0,31,4,28,0
sw.1.20,172864,-1,unknown,0,41,-11,53,0
sw.1.20,172864,-1,unknown,0,43,6,38,0
sw.1.20,172864,-1,unknown,0,47,7,41,0
sw.2.-20,173312,-1,unknown,0,3,-3,7,0
sw.2.-20,173312,-1,unknown,0,5,4,2,0
sw.2.-20,173312,-1,unknown,0,7,3,5,0
sw.2.-20,173312,-1,unknown,0,11,3,9,0
sw.2.-20,173312,-1,unknown,0,13,-2,16,0
sw.2.-20,173312,-1,unknown,0,17,-4,22,0
sw.2.-20,173312,-1,unknown,0,19,7,13,0
sw.2.-20,173312,-1,unknown,0,23,0,24,0
sw.2.-20,173312,-1,unknown,0,29,2,28,0
sw.2.-20,173312,-1,unknown,0,31,4,28,0
sw.2.-20,173312,-1,unknown,0,37,-1,39,0
sw.2.-20,173312,-1,unknown,0,41,-3,45,0
sw.2.-20,173312,-1,unknown,0,43,-12,56,0
sw.2.-20,173312,-1,unknown,0,47,7,41,0
sw.2.-19,156464,-1,unknown,0,3,3,1,0
sw.2.-19,156464,-1,unknown,0,5,-1,7,0
sw.2.-19,156464,-1,unknown,0,13,-2,16,0
sw.2.-19,156464,-1,unknown,0,17,-1,19,0
sw.2.-19,156464,-1,unknown,0,19,0,20,0
sw.2.-19,156464,-1,unknown,0,23,-2,26,0
sw.2.-19,156464,-1,unknown,0,29,-6,36,0
sw.2.-19,156464,-1,unknown,0,31,4,28,0
sw.2.-19,156464,-1,unknown,0,37,7,31,0
sw.2.-19,156464,-1,unknown,0,41,9,33,0
sw.2.-19,156464,-1,unknown,0,43,-11,55,0
sw.2.-19,156464,-1,unknown,0,47,-8,56,0
sw.2.-18,140480,-1,unknown,0,3,0,4,0
sw.2.-18,140480,-1,unknown,0,7,2,6,0
sw.2.-18,140480,-1,unknown,0,11,-5,17,0
sw.2.-18,140480,-1,unknown,0,13,2,12,0
sw.2.-18,140480,-1,unknown,0,17,-6,24,0
sw.2.-18,140480,-1,unknown,0,19,-7,27,0
sw.2.-18,140480,-1,unknown,0,23,-9,33,0
sw.2.-18,140480,-1,unknown,0,29,-5,35,0
sw.2.-18,140480,-1,unknown,0,31,-4,36,0
sw.2.-18,140480,-1,unknown,0,37,7,31,0
sw.2.-18,140480,-1,unknown,0,41,0,42,0
sw.2.-18,140480,-1,unknown,0,43,-1,45,0
sw.2.-18,140480,-1,unknown,0,47,1,47,1
sw.2.-17,125360,-1,unknown,0,3,-3,7,0
sw.2.-17,125360,-1,unknown,0,7,-2,10,0
sw.2.-17,125360,-1,unknown,0,11,2,10,0
sw.2.-17,125360,-1,unknown,0,13,-3,17,0
sw.2.-17,125360,-1,unknown,0,17,-2,20,0
sw.2.-17,125360,-1,unknown,0,19,-4,24,0
sw.2.-17,125360,-1,unknown,0,23,-5,29,0
sw.2.-17,125360,-1,unknown,0,29,2,28,0
sw.2.-17,125360,-1,unknown,0,31,9,23,0
sw.2.-17,125360,-1,unknown,0,37,-1,39,0
sw.2.-17,125360,-1,unknown,0,41,11,31,0
sw.2.-17,125360,-1,unknown,0,43,-4,48,0
sw.2.-17,125360,-1,unknown,0,47,-3,51,0
sw.2.-16,111104,-1,unknown,0,3,3,1,0
sw.2.-16,111104,-1,unknown,0,5,-1,7,0
sw.2.-16,111104,-1,unknown,0,11,-2,14,0
sw.2.-16,111104,-1,unknown,0,13,-4,18,0
sw.2.-16,111104,-1,unknown,0,17,-6,24,0
sw.2.-16,111104,-1,unknown,0,19,0,20,0
sw.2.-16,111104,-1,unknown,0,23,3,21,0
sw.2.-16,111104,-1,unknown,0,29,-9,39,0
sw.2.-16,111104,-1,unknown,0,37,10,28,0
sw.2.-16,111104,-1,unknown,0,41,2,40,0
sw.2.-16,111104,-1,unknown,0,43,-6,50,0
sw.2.-16,111104,-1,unknown,0,47,-3,51,0
sw.2.-15,97712,-1,unknown,0,3,0,4,0
sw.2.-15,97712,-1,unknown,0,5,4,2,0
sw.2.-15,97712,-1,unknown,0,7,-3,11,0
sw.2.-15,97712,-1,unknown,0,11,5,7,0
sw.2.-15,97712,-1,unknown,0,13,-1,15,0
sw.2.-15,97712,-1,unknown,0,17,-1,19,0
sw.2.-15,97712,-1,unknown,0,19,-4,24,0
sw.2.-15,97712,-1,unknown,0,23,8,16,0
sw.2.-15,97712,-1,unknown,0,29,4,26,0
sw.2.-15,97712,-1,unknown,0,37,-2,40,0
sw.2.-15,97712,-1,unknown,0,41,9,33,0
sw.2.-15,97712,-1,unknown,0,43,0,44,0
sw.2.-15,97712,-1,unknown,0,47,13,35,0
sw.2.-14,85184,-1,unknown,0,3,-3,7,0
sw.2.-14,85184,-1,unknown,0,5,-1,7,0
sw.2.-14,85184,-1,unknown,0,7,0,8,0
sw.2.-14,85184,-1,unknown,0,13,6,8,0
sw.2.-14,85184,-1,unknown,0,17,-4,22,0
sw.2.-14,85184,-1,unknown,0,19,-6,26,0
sw.2.-14,85184,-1,unknown,0,23,3,21,0
sw.2.-14,85184,-1,unknown,0,29,4,26,0
sw.2.-14,85184,-1,unknown,0,31,-9,41,0
sw.2.-14,85184,-1,unknown,0,37,-7,45,0
sw.2.-14,85184,-1,unknown,0,41,-2,44,0
sw.2.-14,85184,-1,unknown,0,43,-6,50,0
sw.2.-14,85184,-1,unknown,0,47,12,36,0
sw.2.-13,73520,-1,unknown,0,3,3,1,0
sw.2.-13,73520,-1,unknown,0,7,3,5,0
sw.2.-13,73520,-1,unknown,0,11,-3,15,0
sw.2.-13,73520,-1,unknown,0,13,4,10,0
sw.2.-13,73520,-1,unknown,0,17,2,16,0
sw.2.-13,73520,-1,unknown,0,19,4,16,0
sw.2.-13,73520,-1,unknown,0,23,4,20,0
sw.2.-13,73520,-1,unknown,0,29,-9,39,0
sw.2.-13,73520,-1,unknown,0,31,4,28,0
sw.2.-13,73520,-1,unknown,0,37,-6,44,0
sw.2.-13,73520,-1,unknown,0,41,-10,52,0
sw.2.-13,73520,-1,unknown,0,43,4,40,0
sw.2.-13,73520,-1,unknown,0,47,10,38,0
sw.2.-12,62720,-1,unknown,0,3,0,4,0
sw.2.-12,62720,-1,unknown,0,11,4,8,0
sw.2.-12,62720,-1,unknown,0,13,6,8,0
sw.2.-12,62720,-1,unknown,0,17,0,18,0
sw.2.-12,62720,-1,unknown,0,19,-2,22,0
sw.2.-12,62720,-1,unknown,0,23,4,20,0
sw.2.-12,62720,-1,unknown,0,29,2,28,0
sw.2.-12,62720,-1,unknown,0,31,-4,36,0
sw.2.-12,62720,-1,unknown,0,37,-8,46,0
sw.2.-12,62720,-1,unknown,0,41,6,36,0
sw.2.-12,62720,-1,unknown,0,43,4,40,0
sw.2.-12,62720,-1,unknown,0,47,-8,56,0
sw.2.-11,52784,-1,unknown,0,3,-3,7,0
